Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
6.237	1.56e-07	Fetal_Thymus	Fetal Thymus	UW.Fetal_Thymus.ChromatinAccessibility.H-24078.DS18382.twopass.merge150.wgt10.zgt2.wig	cg00134539,cg00234961,cg00328227,cg00333528,cg00344372,cg00546897,cg00620024,cg00645579,cg00795812,cg00899659,cg01040850,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01617750,cg01618660,cg01623438,cg01774645,cg01968530,cg02039171,cg02181506,cg02212836,cg02225847,cg02227605,cg02240622,cg02275294,cg02357714,cg02374486,cg02473123,cg02490034,cg02516189,cg02595219,cg02600394,cg02635407,cg02656594,cg02927346,cg03548857,cg03574571,cg03608974,cg03856723,cg04108240,cg04180953,cg04398282,cg04404982,cg04502814,cg04653308,cg04759756,cg04784315,cg04790874,cg05037688,cg05044994,cg05055150,cg05106502,cg05461841,cg05508558,cg05615150,cg05790038,cg05795313,cg05859264,cg05868799,cg05989054,cg06147863,cg06154570,cg06229674,cg06653796,cg06688396,cg06759890,cg06806711,cg06810647,cg06812844,cg06849477,cg07028533,cg07086380,cg07218880,cg07239938,cg07285167,cg07408456,cg07728874,cg07924575,cg08044694,cg08176694,cg08203715,cg08223235,cg08260891,cg08368934,cg08519905,cg08700306,cg09001777,cg09025324,cg09037813,cg09088576,cg09208010,cg09210315,cg09499849,cg09624565,cg09830866,cg09971811,cg10057295,cg10061138,cg10117369,cg10126923,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10517312,cg10548978,cg10896774,cg10981541,cg11384427,cg11494699,cg11657615,cg11827101,cg11898695,cg11939496,cg11998307,cg12044210,cg12089698,cg12380764,cg12535715,cg12640109,cg12836863,cg12971694,cg13053608,cg13301014,cg13634319,cg13650156,cg13703437,cg13745346,cg13765621,cg14324675,cg14511156,cg14654385,cg14870461,cg15055101,cg15121304,cg15125472,cg15146752,cg15227982,cg15248035,cg15352315,cg15464148,cg15512851,cg15518883,cg15551881,cg15674432,cg15784615,cg15880738,cg16003913,cg16028753,cg16177830,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17527798,cg17709873,cg17714799,cg17740645,cg17813891,cg17839611,cg17952262,cg18084554,cg18096388,cg18338021,cg18350391,cg18441959,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20340242,cg20651453,cg20654468,cg20674521,cg20713492,cg20720686,cg20777437,cg20792833,cg21019522,cg21030400,cg21126943,cg21237418,cg21400896,cg21428681,cg21480743,cg21578541,cg21846903,cg22016649,cg22045288,cg22224704,cg22242539,cg22266967,cg22319147,cg22467534,cg22566906,cg22670733,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23760945,cg24091474,cg24183958,cg24211388,cg24262469,cg24292612,cg24323726,cg24453664,cg24612198,cg24826867,cg24949488,cg25028542,cg25050026,cg25087423,cg25226014,cg25259754,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26660631,cg26728422,cg26757673,cg26954174,cg26980692,cg27461196	GSM817172	7.32e-05
-2.406	9.92e-01	Fetal_Thymus	Fetal Thymus	UW.Fetal_Thymus.ChromatinAccessibility.H-24259.DS19287.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01623438,cg01636591,cg01861509,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02516189,cg02595219,cg02635407,cg03330678,cg03608974,cg03801286,cg03856723,cg04502814,cg04653308,cg05044994,cg05615150,cg05790038,cg05795313,cg05868799,cg06147863,cg06154570,cg06653796,cg06688396,cg06759890,cg06812844,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg13634319,cg13652336,cg13703437,cg13765621,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15784615,cg16003913,cg16028753,cg16465939,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17740645,cg17952262,cg18096388,cg18350391,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20654468,cg20674521,cg20777437,cg20792833,cg21237418,cg21480743,cg21578541,cg21902327,cg22016649,cg22224704,cg22242539,cg22319147,cg22566906,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg25028542,cg25050026,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM878627	1.00e+00
2.775	1.34e-02	Fetal_Thymus	Fetal Thymus	UW.Fetal_Thymus.ChromatinAccessibility.H-24401.DS20335.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01623438,cg01774645,cg01968530,cg02082571,cg02212836,cg02227605,cg02357714,cg02374486,cg02473123,cg02490034,cg02516189,cg02600394,cg02635407,cg02656594,cg02927346,cg03608974,cg03856723,cg04180953,cg04398282,cg04404982,cg04502814,cg04653308,cg04759756,cg04790874,cg05044994,cg05106502,cg05508558,cg05615150,cg05790038,cg05795313,cg05859264,cg05868799,cg05989054,cg06147863,cg06653796,cg06688396,cg06759890,cg06806711,cg06810647,cg06812844,cg06849477,cg07028533,cg07218880,cg07376232,cg07728874,cg07924575,cg08044694,cg08203715,cg08260891,cg08519905,cg09025324,cg09088576,cg09208010,cg09499849,cg09624565,cg09626634,cg09830866,cg10057295,cg10117369,cg10126923,cg10236239,cg10896774,cg10981541,cg11384427,cg11494699,cg11898695,cg12044210,cg12045829,cg12089698,cg12640109,cg12836863,cg13301014,cg13634319,cg13650156,cg13745346,cg13765621,cg14324675,cg14870461,cg15055101,cg15125472,cg15227982,cg15464148,cg15512851,cg15518883,cg15528736,cg15551881,cg15674432,cg15880738,cg16177830,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17356733,cg17709873,cg17714799,cg17740645,cg17813891,cg17952262,cg18096388,cg18338021,cg18350391,cg18441959,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20651453,cg20654468,cg20674521,cg20713492,cg20777437,cg20792833,cg21030400,cg21237418,cg21480743,cg21578541,cg22016649,cg22224704,cg22242539,cg22566906,cg22670733,cg22681784,cg22799850,cg22820108,cg22854223,cg23221013,cg23506842,cg23547429,cg23668631,cg23760945,cg24211388,cg24262469,cg24323726,cg24474182,cg24612198,cg24826867,cg25028542,cg25050026,cg25087423,cg25226014,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26806924,cg26954174,cg26980692,cg27285056	GSM878656	9.70e-01
3.486	2.63e-03	Fetal_Thymus	Fetal Thymus	UW.Fetal_Thymus.ChromatinAccessibility.H-24409.DS20341.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00134539,cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01367992,cg01441777,cg01525376,cg01526089,cg01578324,cg01617750,cg01623438,cg01774645,cg01861509,cg01968530,cg02212836,cg02227605,cg02240622,cg02275294,cg02357714,cg02374486,cg02473123,cg02490034,cg02595219,cg02600394,cg02635407,cg02656594,cg02927346,cg03608974,cg03856723,cg04398282,cg04404982,cg04451770,cg04502814,cg04653308,cg04759756,cg04790874,cg05044994,cg05106502,cg05508558,cg05615150,cg05790038,cg05795313,cg05859264,cg05868799,cg06147863,cg06653796,cg06688396,cg06759890,cg06806711,cg06810647,cg06812844,cg07028533,cg07086380,cg07218880,cg07728874,cg08044694,cg08176694,cg08203715,cg08223235,cg08260891,cg08368934,cg08519905,cg09025324,cg09037813,cg09088576,cg09208010,cg09210315,cg09499849,cg09624565,cg09830866,cg10057295,cg10117369,cg10236239,cg10257049,cg10517312,cg10548978,cg10896774,cg10981541,cg11384427,cg11494699,cg11898695,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13634319,cg13652336,cg13703437,cg13745346,cg14324675,cg14654385,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15464148,cg15512851,cg15518883,cg15528736,cg15551881,cg15674432,cg15880738,cg15958424,cg16097772,cg16177830,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17709873,cg17740645,cg17813891,cg17839611,cg18096388,cg18350391,cg18441959,cg18741908,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20070090,cg20651453,cg20654468,cg20674521,cg20777437,cg20792833,cg21019522,cg21030400,cg21237418,cg21400896,cg21428681,cg21480743,cg21578541,cg22016649,cg22224704,cg22566906,cg22670733,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23506842,cg23547429,cg23668631,cg23760945,cg23959705,cg24211388,cg24262469,cg24323726,cg24453664,cg24474182,cg24612198,cg24826867,cg24949488,cg25028542,cg25050026,cg25087423,cg25226014,cg25341726,cg25432696,cg25623459,cg25832796,cg25957124,cg26154999,cg26660631,cg26728422,cg26806924,cg26980692,cg27461196	GSM878657	2.24e-01
-3.168	9.99e-01	Fibroblasts_Fetal_Skin_Abdomen	Fibroblast	UW.Fibroblasts_Fetal_Skin_Abdomen.ChromatinAccessibility.H-24259.DS19558.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg01441777,cg01578324,cg01968530,cg02212836,cg02227605,cg02266731,cg02275294,cg03330678,cg03608974,cg03856723,cg04653308,cg05795313,cg05868799,cg06791867,cg07028533,cg07218880,cg07285167,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09624565,cg10057295,cg10061138,cg10257049,cg10266490,cg10981541,cg11657615,cg12044210,cg13301014,cg13650156,cg14511156,cg14870461,cg15125472,cg15227982,cg15528736,cg16361890,cg16465939,cg16692277,cg16872071,cg17186163,cg17296078,cg17356733,cg17714799,cg17839611,cg18084554,cg18350391,cg18752880,cg19399532,cg19539004,cg19843036,cg20070090,cg20651453,cg20654468,cg20674521,cg20777437,cg21126943,cg21237418,cg21480743,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25832796,cg26728422,cg26806924,cg26954174,cg26980692	GSM878635	1.00e+00
-3.337	1.00e+00	Fibroblasts_Fetal_Skin_Abdomen	Fibroblast	UW.Fibroblasts_Fetal_Skin_Abdomen.ChromatinAccessibility.H-24259.DS19561.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01040850,cg01441777,cg01968530,cg02212836,cg02227605,cg02266731,cg03330678,cg03856723,cg05044994,cg05795313,cg06154570,cg06688396,cg06791867,cg07028533,cg07218880,cg07728874,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg15958424,cg16361890,cg16465939,cg16692277,cg17186163,cg17296078,cg17356733,cg17714799,cg18752880,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22689690,cg22820108,cg22854223,cg23090046,cg23547429,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg25226014,cg25832796,cg26660631,cg26728422,cg26806924,cg26861460,cg27461196	GSM878636	1.00e+00
-2.753	9.98e-01	Fibroblasts_Fetal_Skin_Back	Fibroblast	UW.Fibroblasts_Fetal_Skin_Back.ChromatinAccessibility.H-24218.DS19233.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01441777,cg01968530,cg02181506,cg02227605,cg02275294,cg02595219,cg02656594,cg03330678,cg03856723,cg06154570,cg06759890,cg06810647,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg15125472,cg15146752,cg15227982,cg15528736,cg16003913,cg16465939,cg17105014,cg17186163,cg17296078,cg17839611,cg18638581,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20713492,cg20777437,cg21237418,cg21480743,cg21846903,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg26215727,cg26728422,cg26954174,cg26980692,cg27461196	GSM878624	1.00e+00
-3.525	1.00e+00	Fibroblasts_Fetal_Skin_Biceps_Left	Fibroblast	UW.Fibroblasts_Fetal_Skin_Biceps_Left.ChromatinAccessibility.H-24259.DS19857.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01040850,cg01441777,cg01968530,cg02266731,cg03330678,cg03856723,cg04502814,cg05795313,cg06688396,cg06791867,cg06810647,cg07028533,cg07218880,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10148841,cg10257049,cg10981541,cg11657615,cg13301014,cg15125472,cg15227982,cg15528736,cg16028753,cg16465939,cg16872071,cg17001035,cg17186163,cg17296078,cg17356733,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21237418,cg21480743,cg22016649,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25226014,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg26980692,cg27461196	GSM878644	1.00e+00
-2.841	9.98e-01	Fibroblasts_Fetal_Skin_Biceps_Left	Fibroblast	UW.Fibroblasts_Fetal_Skin_Biceps_Left.ChromatinAccessibility.H-24259.DS19867.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01968530,cg02227605,cg02275294,cg02516189,cg02927346,cg03330678,cg03856723,cg04502814,cg05795313,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg07924575,cg08044694,cg08260891,cg08519905,cg09025324,cg09088576,cg09208010,cg09499849,cg10057295,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg13652336,cg15125472,cg15146752,cg15227982,cg15528736,cg16028753,cg16465939,cg16872071,cg17105014,cg17186163,cg17296078,cg17356733,cg17496921,cg17714799,cg18752880,cg19399532,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21237418,cg21480743,cg22016649,cg22242539,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24453664,cg25028542,cg25050026,cg25226014,cg25432696,cg25832796,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg26980692,cg27461196	GSM878645	1.00e+00
-3.870	1.00e+00	Fibroblasts_Fetal_Skin_Biceps_Right	Fibroblast	UW.Fibroblasts_Fetal_Skin_Biceps_Right.ChromatinAccessibility.H-24259.DS19745.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01968530,cg02266731,cg02595219,cg03330678,cg03856723,cg05868799,cg06154570,cg06688396,cg07028533,cg07218880,cg08044694,cg08203715,cg08260891,cg08519905,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg15125472,cg15146752,cg15227982,cg15528736,cg15551881,cg16465939,cg17186163,cg17296078,cg18084554,cg19399532,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg22242539,cg22689690,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25226014,cg25832796,cg26728422,cg26861460	GSM878642	1.00e+00
-3.292	9.99e-01	Fibroblasts_Fetal_Skin_Biceps_Right	Fibroblast	UW.Fibroblasts_Fetal_Skin_Biceps_Right.ChromatinAccessibility.H-24259.DS19761.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01040850,cg01441777,cg01968530,cg02181506,cg02225847,cg02227605,cg02266731,cg02275294,cg03330678,cg03856723,cg05795313,cg05859264,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg13652336,cg14511156,cg15125472,cg15227982,cg15528736,cg15784615,cg16003913,cg16465939,cg16872071,cg17105014,cg17186163,cg17296078,cg17356733,cg18350391,cg18638581,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20777437,cg20792833,cg21237418,cg21480743,cg22016649,cg22242539,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg25226014,cg25832796,cg26660631,cg26728422,cg26806924,cg26861460,cg26954174,cg26980692,cg27461196	GSM878643	1.00e+00
-3.577	1.00e+00	Fibroblasts_Fetal_Skin_Quadriceps_Left	Fibroblast	UW.Fibroblasts_Fetal_Skin_Quadriceps_Left.ChromatinAccessibility.H-24259.DS20046.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01636591,cg01968530,cg02227605,cg02266731,cg02275294,cg02516189,cg03330678,cg03608974,cg03856723,cg05795313,cg05868799,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08519905,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg12836863,cg13301014,cg13652336,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg16028753,cg16465939,cg16692277,cg16872071,cg17105014,cg17186163,cg17296078,cg17356733,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25226014,cg25832796,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg26980692,cg27019278,cg27461196	GSM878648	1.00e+00
-3.863	1.00e+00	Fibroblasts_Fetal_Skin_Quadriceps_Left	Fibroblast	UW.Fibroblasts_Fetal_Skin_Quadriceps_Left.ChromatinAccessibility.H-24259.DS20056.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01968530,cg02227605,cg02266731,cg02275294,cg02595219,cg03330678,cg03608974,cg03856723,cg05795313,cg05868799,cg06688396,cg06791867,cg07028533,cg07218880,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg12613344,cg13301014,cg13703437,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15958424,cg16003913,cg16028753,cg16465939,cg16692277,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg18638581,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21237418,cg21480743,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg26215727,cg26660631,cg26701826,cg26728422,cg26806924,cg26861460,cg26954174,cg26980692,cg27461196	GSM878649	1.00e+00
-3.142	9.99e-01	Fibroblasts_Fetal_Skin_Quadriceps_Right	Fibroblast	UW.Fibroblasts_Fetal_Skin_Quadriceps_Right.ChromatinAccessibility.H-24259.DS19943.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01968530,cg02181506,cg02227605,cg02275294,cg02516189,cg03330678,cg03856723,cg05795313,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg09025324,cg09208010,cg09303642,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg15125472,cg15146752,cg15227982,cg15528736,cg15784615,cg16465939,cg17105014,cg17186163,cg17296078,cg17356733,cg17839611,cg18638581,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20654468,cg20777437,cg21237418,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25226014,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196	GSM878646	1.00e+00
-4.145	1.00e+00	Fibroblasts_Fetal_Skin_Quadriceps_Right	Fibroblast	UW.Fibroblasts_Fetal_Skin_Quadriceps_Right.ChromatinAccessibility.H-24259.DS19948.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00795812,cg00899659,cg01441777,cg01968530,cg02181506,cg02212836,cg02227605,cg02275294,cg02656594,cg03330678,cg03856723,cg05790038,cg05795313,cg06688396,cg06791867,cg07028533,cg07218880,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg12836863,cg13301014,cg13703437,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg15958424,cg16028753,cg16465939,cg16692277,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17839611,cg18350391,cg18752880,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg21846903,cg22016649,cg22242539,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25832796,cg26215727,cg26660631,cg26728422,cg26806924,cg26861460,cg26980692,cg27461196	GSM878647	1.00e+00
-3.866	1.00e+00	Fibroblasts_Fetal_Skin_Scalp	Fibroblast	UW.Fibroblasts_Fetal_Skin_Scalp.ChromatinAccessibility.H-24259.DS19444.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01441777,cg01968530,cg02227605,cg02275294,cg02595219,cg02656594,cg03330678,cg03856723,cg04653308,cg05795313,cg06759890,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10057295,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg15125472,cg15146752,cg15227982,cg15528736,cg16028753,cg16465939,cg16872071,cg17105014,cg17186163,cg17296078,cg17740645,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg22016649,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25832796,cg26215727,cg26660631,cg26980692,cg27461196	GSM878633	1.00e+00
-2.922	9.98e-01	Fibroblasts_Fetal_Skin_Scalp	Fibroblast	UW.Fibroblasts_Fetal_Skin_Scalp.ChromatinAccessibility.H-24259.DS19449.twopass.merge150.wgt10.zgt2.wig	cg00415993,cg00899659,cg01040850,cg01441777,cg01968530,cg02225847,cg02227605,cg02275294,cg02595219,cg03330678,cg03608974,cg03856723,cg05795313,cg05868799,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10257049,cg10266490,cg10981541,cg11657615,cg13301014,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg16028753,cg16465939,cg16692277,cg16872071,cg17105014,cg17186163,cg17296078,cg17356733,cg18638581,cg19399532,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg22016649,cg22045288,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg26215727,cg26728422,cg26954174,cg26980692,cg27461196	GSM878634	1.00e+00
-2.517	9.94e-01	Fibroblasts_Fetal_Skin_Upper_Back	Fibroblast	UW.Fibroblasts_Fetal_Skin_Upper_Back.ChromatinAccessibility.H-24259.DS19696.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00899659,cg01441777,cg01968530,cg02181506,cg02227605,cg02275294,cg03330678,cg03856723,cg05795313,cg06791867,cg06849477,cg07028533,cg07218880,cg08044694,cg08260891,cg08458487,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11657615,cg12380764,cg13301014,cg15125472,cg15146752,cg15227982,cg15528736,cg16465939,cg17105014,cg17186163,cg17296078,cg17356733,cg18638581,cg18752880,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20720686,cg20777437,cg21237418,cg21480743,cg22016649,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25087423,cg25226014,cg26215727,cg26728422,cg26806924,cg26861460,cg26954174,cg26980692,cg27461196	GSM878640	1.00e+00
-2.489	9.95e-01	Fibroblasts_Fetal_Skin_Upper_Back	Fibroblast	UW.Fibroblasts_Fetal_Skin_Upper_Back.ChromatinAccessibility.H-24259.DS19706.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00415993,cg00795812,cg00899659,cg01441777,cg01636591,cg01968530,cg02181506,cg02212836,cg02225847,cg02227605,cg02266731,cg02275294,cg02595219,cg03330678,cg03608974,cg03856723,cg05795313,cg05859264,cg06688396,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10257049,cg10266490,cg10981541,cg11283860,cg11657615,cg13301014,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg16028753,cg16465939,cg16692277,cg17105014,cg17186163,cg17296078,cg17356733,cg18350391,cg18752880,cg19280776,cg19399532,cg19531130,cg19843036,cg20651453,cg20777437,cg21237418,cg21480743,cg22016649,cg22224704,cg22242539,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25066857,cg25226014,cg26215727,cg26660631,cg26728422,cg26806924,cg26861460,cg26980692,cg27461196	GSM878641	1.00e+00
