Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
-0.171	7.41e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23744.DS17101.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774206	1.00e+00
0.795	3.79e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23758.DS17162.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817164	1.00e+00
-0.220	7.12e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23887.DS17670.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701523	1.00e+00
-0.826	8.83e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-23964.DS17831.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774227	1.00e+00
0.517	5.09e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-24005.DS17954.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774231	1.00e+00
-0.406	7.72e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-24089.DS18418.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817174	1.00e+00
0.564	4.16e-01	Fetal_Lung_Right	Fetal Lung	UW.Fetal_Lung_Right.ChromatinAccessibility.H-24111.DS18492.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817186	1.00e+00
0.578	3.97e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-22676.DS12646.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM530656	1.00e+00
-0.036	6.45e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-22727.DS12817.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM530662	1.00e+00
-0.048	6.68e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-22934B.DS13507.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595915	1.00e+00
0.476	4.26e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23090.DS13985.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595916	1.00e+00
-0.211	7.06e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23247.DS14666.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595921	1.00e+00
0.117	5.87e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14724.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595924	1.00e+00
0.836	3.04e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23266.DS14751.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595925	1.00e+00
0.429	4.63e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14809.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595927	1.00e+00
0.538	4.18e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23284.DS14820.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595929	1.00e+00
-0.129	6.67e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23365.DS15227.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM595930	1.00e+00
-0.107	6.72e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23399.DS15461.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665805	1.00e+00
0.598	3.97e-01	Fetal_Lung	Fetal Lung	UW.Fetal_Lung.ChromatinAccessibility.H-23419.DS15573.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM665806	1.00e+00
0.493	4.37e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23808.DS17432.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701506	1.00e+00
-0.339	7.90e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23914.DS17765.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774223	1.00e+00
-0.443	7.94e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23941.DS17825.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774226	1.00e+00
0.480	4.57e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-23964.DS17848.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701535	1.00e+00
-0.102	7.17e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24005.DS18080.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774234	1.00e+00
0.830	3.29e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24042.DS18176.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774239	1.00e+00
0.501	4.51e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24078.DS18379.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878610	1.00e+00
-0.805	8.68e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24089.DS18452.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817178	1.00e+00
0.034	6.38e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24111.DS18473.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817184	1.00e+00
-0.027	6.42e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24125.DS18559.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817191	1.00e+00
0.513	4.36e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24143.DS18992.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878618	1.00e+00
0.313	5.25e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24198.DS19051.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878619	1.00e+00
-0.735	8.50e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24218.DS19053.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878620	1.00e+00
-0.194	7.19e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24244.DS19270.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878625	1.00e+00
-0.013	6.37e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24259.DS19295.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817214	1.00e+00
-0.263	7.42e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24272.DS19380.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817216	1.00e+00
-0.075	6.59e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24297.DS19646.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878638	1.00e+00
-0.439	8.21e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23914.DS17767.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774224	1.00e+00
-0.204	7.04e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23964.DS17850.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701536	1.00e+00
-0.333	7.91e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24005.DS18083.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774235	1.00e+00
-0.346	7.51e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24078.DS18377.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817171	1.00e+00
-0.249	7.19e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24089.DS18454.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878611	1.00e+00
0.001	6.50e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24111.DS18468.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817182	1.00e+00
0.675	3.73e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24143.DS18842.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817200	1.00e+00
-0.195	7.02e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24218.DS19117.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817207	1.00e+00
-0.153	6.87e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24244.DS19283.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817212	1.00e+00
-0.439	7.94e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24272.DS19384.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817217	1.00e+00
-0.122	6.95e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24279.DS19441.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878632	1.00e+00
0.221	5.65e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24297.DS19648.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878639	1.00e+00
0.322	5.51e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24409.DS20244.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878655	1.00e+00
0.540	4.06e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-23808.DS17429.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701505	1.00e+00
0.546	4.48e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24078.DS18386.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774242	1.00e+00
-0.049	6.69e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24089.DS18456.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817179	1.00e+00
-0.640	8.31e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24111.DS18471.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817183	1.00e+00
1.336	1.38e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24143.DS18844.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817201	1.00e+00
-0.363	7.55e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24198.DS19158.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878622	1.00e+00
-0.218	7.10e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24218.DS19115.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817206	1.00e+00
0.276	5.68e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24244.DS19272.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878626	1.00e+00
-0.110	6.72e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24259.DS19291.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM817213	1.00e+00
-0.273	7.46e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24279.DS19436.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878631	1.00e+00
-0.022	6.40e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24297.DS19643.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878637	1.00e+00
-0.079	6.79e-01	Fetal_Muscle_Leg	Fetal Muscle	UW.Fetal_Muscle_Leg.ChromatinAccessibility.H-24409.DS20239.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878653	1.00e+00
-0.230	7.59e-01	Fetal_Muscle_Lower_Limb_Skeletal	Fetal Muscle	UW.Fetal_Muscle_Lower_Limb_Skeletal.ChromatinAccessibility.H-24042.DS18174.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774238	1.00e+00
0.247	5.54e-01	Fetal_Muscle_Trunk	Fetal Muscle	UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-23941.DS17827.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701533	1.00e+00
0.321	5.53e-01	Fetal_Muscle_Trunk	Fetal Muscle	UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-24409.DS20242.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg03633120,cg04135543,cg09539408,cg11248413,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878654	1.00e+00
-0.789	8.62e-01	Fetal_Muscle_Trunk	Fetal Muscle	UW.Fetal_Muscle_Trunk.ChromatinAccessibility.H-24507.DS20544.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM878664	1.00e+00
-0.515	7.83e-01	Fetal_Muscle_Upper_Limb_Skeletal	Fetal Muscle	UW.Fetal_Muscle_Upper_Limb_Skeletal.ChromatinAccessibility.H-23887.DS17661.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02936872,cg04135543,cg09539408,cg11879480,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM701522	1.00e+00
-0.419	7.86e-01	Fetal_Muscle_Upper_Trunk	Fetal Muscle	UW.Fetal_Muscle_Upper_Trunk.ChromatinAccessibility.H-23887.DS17664.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774218	1.00e+00
-0.341	7.66e-01	Fetal_Placenta	Fetal Placenta	UW.Fetal_Placenta.ChromatinAccessibility.H-23887.DS17639.twopass.merge150.wgt10.zgt2.wig	cg02558133,cg02620470,cg02886284,cg02936872,cg04135543,cg09539408,cg11695266,cg11879480,cg16933388,cg17163751,cg17823320,cg18440188,cg18533466,cg21576698,cg22920873,cg23681243,cg25513133	GSM774215	1.00e+00
