Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
-0.039	5.66e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24078.DS18379.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09593286,cg10061117,cg10559803,cg10639440,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15528736,cg15834294,cg16092786,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878610	1.00e+00
0.121	5.17e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24089.DS18452.twopass.merge150.wgt10.zgt2.wig	cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15512851,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22425806,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817178	1.00e+00
0.793	2.98e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24111.DS18473.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05023691,cg05229898,cg05232067,cg05311623,cg05367858,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14088811,cg14694232,cg15528736,cg15834294,cg16092786,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23447996,cg23792364,cg24235633,cg24267801,cg24480859,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817184	1.00e+00
0.518	3.78e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24125.DS18559.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08966023,cg09238677,cg09593286,cg10061117,cg10559803,cg10639440,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19569684,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817191	1.00e+00
1.900	6.84e-02	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24143.DS18992.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03763616,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg06855803,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08966023,cg09238677,cg09593286,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13014406,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15052335,cg15528736,cg15777781,cg15834294,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878618	1.00e+00
0.596	3.55e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24198.DS19051.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03072378,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09593286,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13014406,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15528736,cg15777781,cg15834294,cg16092786,cg16116363,cg16408394,cg16419345,cg16826718,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26620356,cg26635603,cg27167601,cg27187881,cg27465566	GSM878619	1.00e+00
1.376	1.52e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24218.DS19053.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04790874,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13014406,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15052335,cg15528736,cg15777781,cg15834294,cg16092786,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19569684,cg19614321,cg19740763,cg19848683,cg19903333,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878620	1.00e+00
1.497	1.27e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24244.DS19270.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03072378,cg03549127,cg03763616,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg06855803,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12966875,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13311440,cg13765621,cg13800022,cg14088811,cg14694232,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20652889,cg21020082,cg21120786,cg22425806,cg22753607,cg23792364,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878625	1.00e+00
0.606	3.48e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24259.DS19295.twopass.merge150.wgt10.zgt2.wig	cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03465320,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08400120,cg08491964,cg08592230,cg08966023,cg09238677,cg09593286,cg09941381,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg20141916,cg20652889,cg21020082,cg21120786,cg22425806,cg22753607,cg23447996,cg23792364,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817214	1.00e+00
1.555	1.23e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24272.DS19380.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05886367,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14088811,cg14694232,cg15052335,cg15512851,cg15528736,cg15777781,cg15834294,cg16092786,cg16116363,cg16408394,cg16419345,cg16580737,cg16826718,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20652889,cg21020082,cg21120786,cg22533573,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817216	1.00e+00
0.850	2.72e-01	Fetal_Muscle_Arm	Fetal Muscle	UW.Fetal_Muscle_Arm.ChromatinAccessibility.H-24297.DS19646.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05886367,cg05920090,cg06168050,cg06305609,cg06378976,cg06855803,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg17048483,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19103704,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20652889,cg21020082,cg21120786,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878638	1.00e+00
1.549	1.29e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23914.DS17767.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03072378,cg03549127,cg03763616,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05886367,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09914304,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14088811,cg14694232,cg15052335,cg15512851,cg15528736,cg15777781,cg15834294,cg16092786,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22533573,cg22753607,cg23447996,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM774224	1.00e+00
0.558	3.69e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-23964.DS17850.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01414934,cg01532103,cg02275294,cg02310296,cg02989257,cg03549127,cg03763616,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15052335,cg15512851,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20652889,cg21020082,cg21120786,cg22753607,cg23792364,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg26131019,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM701536	1.00e+00
1.182	2.09e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24005.DS18083.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03072378,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg06855803,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13311440,cg13765621,cg13800022,cg14088811,cg14694232,cg15052335,cg15512851,cg15528736,cg15777781,cg15834294,cg16092786,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22425806,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM774235	1.00e+00
1.349	1.50e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24078.DS18377.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg06855803,cg07009002,cg08069899,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09941381,cg10559803,cg10639440,cg11223864,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12966875,cg12971694,cg13021192,cg13225039,cg13299148,cg13311440,cg13800022,cg14088811,cg14694232,cg15528736,cg15834294,cg16092786,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19569684,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817171	1.00e+00
0.767	3.04e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24089.DS18454.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05886367,cg05920090,cg06168050,cg06305609,cg06378976,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09604203,cg09941381,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13014406,cg13021192,cg13225039,cg13299148,cg13765621,cg13800022,cg14694232,cg15512851,cg15528736,cg15777781,cg15834294,cg16092786,cg16116363,cg16408394,cg16419345,cg16580737,cg16826718,cg17048483,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24805239,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM878611	1.00e+00
0.494	3.96e-01	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24111.DS18468.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01357263,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05825950,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09941381,cg10037068,cg10061117,cg10559803,cg10639440,cg10771262,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg13014406,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15528736,cg15777781,cg15834294,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg16826718,cg17048483,cg17142183,cg17338403,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg20209009,cg20652889,cg21020082,cg21120786,cg22054191,cg22425806,cg22753607,cg23447996,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25906419,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817182	1.00e+00
1.677	9.43e-02	Fetal_Muscle_Back	Fetal Muscle	UW.Fetal_Muscle_Back.ChromatinAccessibility.H-24143.DS18842.twopass.merge150.wgt10.zgt2.wig	cg00746981,cg01064957,cg01120308,cg01414934,cg01532103,cg02275294,cg02989257,cg03549127,cg03764585,cg03771255,cg03876622,cg03922337,cg04060163,cg04398978,cg04856203,cg05229898,cg05232067,cg05311623,cg05367858,cg05920090,cg06168050,cg06305609,cg06378976,cg07009002,cg08069899,cg08081725,cg08400120,cg08491964,cg08592230,cg08955609,cg08966023,cg09238677,cg09593286,cg09941381,cg10061117,cg10559803,cg10639440,cg11223864,cg11378840,cg11536940,cg11826116,cg12082568,cg12090388,cg12335708,cg12971694,cg13014406,cg13021192,cg13225039,cg13299148,cg13800022,cg14694232,cg15052335,cg15512851,cg15528736,cg15777781,cg15834294,cg16097772,cg16116363,cg16408394,cg16419345,cg16580737,cg16779976,cg17048483,cg17142183,cg17338403,cg17509612,cg17711870,cg17808849,cg18125479,cg18277508,cg18353563,cg18424091,cg19032144,cg19049316,cg19186356,cg19398783,cg19496782,cg19614321,cg19740763,cg19848683,cg19903333,cg20141916,cg20652889,cg21020082,cg21120786,cg22054191,cg22753607,cg23792364,cg24235633,cg24267801,cg24480859,cg24497819,cg24805239,cg25705900,cg25882366,cg25892434,cg25902460,cg26131019,cg26620356,cg26635603,cg26643856,cg27167601,cg27187881,cg27465566	GSM817200	1.00e+00
