Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
4.941	7.43e-06	Fetal_Placenta	Fetal Placenta	UW.Fetal_Placenta.ChromatinAccessibility.H-23914.DS17744.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15991288,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21379816,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM774219	7.31e-05
4.994	2.95e-06	Fetal_Placenta	Fetal Placenta	UW.Fetal_Placenta.ChromatinAccessibility.H-24272.DS19391.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15645784,cg15879316,cg15991288,cg16041611,cg16116363,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817219	3.88e-05
5.018	2.45e-06	Fetal_Placenta	Fetal Placenta	UW.Fetal_Placenta.ChromatinAccessibility.H-24409.DS20346.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12432709,cg12460541,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15645784,cg15991288,cg16007680,cg16041611,cg16116363,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22842233,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM878659	3.41e-05
4.864	9.63e-06	Fetal_Renal_Cortex_Left	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-23871.DS17550.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg06723357,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21379816,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22842233,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM701519	8.86e-05
4.627	2.80e-05	Fetal_Renal_Cortex_Left	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24111.DS18542.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg06723357,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22842233,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817190	2.07e-04
5.130	3.00e-06	Fetal_Renal_Cortex_Left	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24169.DS18931.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21379816,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23566335,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817203	3.88e-05
4.910	5.99e-06	Fetal_Renal_Cortex_Left	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Left.ChromatinAccessibility.H-24232.DS19257.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg06790862,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21379816,cg21388029,cg21570220,cg21750602,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22842233,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817211	6.28e-05
4.762	1.27e-05	Fetal_Renal_Cortex_Right	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-23871.DS17545.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15755548,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22842233,cg22857957,cg22938407,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM701517	1.08e-04
5.351	1.28e-06	Fetal_Renal_Cortex_Right	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-24169.DS18928.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg01951308,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg06723357,cg07112154,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15755548,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21388029,cg21570220,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817202	2.28e-05
5.110	2.45e-06	Fetal_Renal_Cortex_Right	Fetal Renal Cortex	UW.Fetal_Renal_Cortex_Right.ChromatinAccessibility.H-24232.DS19254.twopass.merge150.wgt10.zgt2.wig	cg00007981,cg00025138,cg00126034,cg00136105,cg00214855,cg00274399,cg00340102,cg00571634,cg00594118,cg00729541,cg00756058,cg00841581,cg00886554,cg00980978,cg01078871,cg01222684,cg01291404,cg01745657,cg02366059,cg02397720,cg02692952,cg03217964,cg03417317,cg03430067,cg03475420,cg03490115,cg03539474,cg03616357,cg03643709,cg03825921,cg03969906,cg03998173,cg04180460,cg04428853,cg04454259,cg04510262,cg04558861,cg04979725,cg05028306,cg05091653,cg05311623,cg05361373,cg05450995,cg05911610,cg05951993,cg05990214,cg06044117,cg06269753,cg06307169,cg06405090,cg06534422,cg06588247,cg06723357,cg07112154,cg07115304,cg07314414,cg07380959,cg07437033,cg07554030,cg07594478,cg07681084,cg07847428,cg08096946,cg08287471,cg08360728,cg08578305,cg08623947,cg08704509,cg08908355,cg09134747,cg09231514,cg09251995,cg09259332,cg09459044,cg09598225,cg09649610,cg09712606,cg09907395,cg10237911,cg10262425,cg10546523,cg10627136,cg10681725,cg10773869,cg10913563,cg10949322,cg10970251,cg11237115,cg11639651,cg11672225,cg11736869,cg11997899,cg12082615,cg12237946,cg12376277,cg12426141,cg12460541,cg12995941,cg13168683,cg13184872,cg13293721,cg13332130,cg13456653,cg13552650,cg13838528,cg13859478,cg13905388,cg14017991,cg14275779,cg14372394,cg14830952,cg15025769,cg15077637,cg15078479,cg15103426,cg15212440,cg15264255,cg15428653,cg15523238,cg15645784,cg15879316,cg15991288,cg16007680,cg16041611,cg16116363,cg16148270,cg16199381,cg16208491,cg16420530,cg16632891,cg16779976,cg16920242,cg16940801,cg17022914,cg17028039,cg17037924,cg17067528,cg17240836,cg17283268,cg17303299,cg17378989,cg17885062,cg18085206,cg18160978,cg18392783,cg18419020,cg18472228,cg18555117,cg18758482,cg18766912,cg19147570,cg19190714,cg19216839,cg19217872,cg19350340,cg19413110,cg19510698,cg19642148,cg19658284,cg19709625,cg19861697,cg20083730,cg20112035,cg20311501,cg20643362,cg20732367,cg20959523,cg21000021,cg21171130,cg21226225,cg21246431,cg21304187,cg21379816,cg21388029,cg21570220,cg21750602,cg22084611,cg22226839,cg22230395,cg22385477,cg22517351,cg22783363,cg22857957,cg22938407,cg22957381,cg22983885,cg23054676,cg23087130,cg23217005,cg23219720,cg23702568,cg23724447,cg23963136,cg24115571,cg24247865,cg24305835,cg24407308,cg24801210,cg24930915,cg25094927,cg25234963,cg25276849,cg25420398,cg25428293,cg25438054,cg25438963,cg25482967,cg25490411,cg25560840,cg25860314,cg26606064,cg26640549,cg26813908,cg27074297,cg27406727,cg27555776,cg27648946	GSM817210	3.41e-05
